$type,id,operationType,vehicleId,naptanId,stationName,lineId,lineName,platformName,bearing,destinationNaptanId,destinationName,timestamp,timeToStation,currentLocation,towards,expectedArrival,timeToLive,modeName,timing.$type,timing.countdownServerAdjustment,timing.source,timing.insert,timing.read,timing.sent,timing.received,direction,api_fetch_time
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2022899905,1,230,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,551,Departed Finsbury Park,Brixton,2025-11-27T11:35:05Z,2025-11-27T11:35:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.403Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2007047791,1,230,940GZZLUBXN,Brixton Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,1390,Departed Finsbury Park,Brixton,2025-11-27T11:49:04Z,2025-11-27T11:49:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.793Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-326143704,1,237,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,1571,Between Stockwell and Vauxhall,Walthamstow Central,2025-11-27T11:52:05Z,2025-11-27T11:52:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.381Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1691737421,1,202,940GZZLUEUS,Euston Underground Station,victoria,Victoria,Northbound - Platform 4,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,850,Between Brixton and Stockwell,Walthamstow Central,2025-11-27T11:40:04Z,2025-11-27T11:40:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.069Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",644041543,1,234,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,430,Between Kings Cross St. Pancras and Highbury & Isl,Walthamstow Central,2025-11-27T11:33:04Z,2025-11-27T11:33:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.149Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",294520920,1,224,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,101,At Vauxhall,Walthamstow Central,2025-11-27T11:27:35Z,2025-11-27T11:27:35Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.792Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",568093077,1,235,940GZZLUWRR,Warren Street Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,131,Between Kings Cross St. Pancras and Euston,Brixton,2025-11-27T11:28:05Z,2025-11-27T11:28:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:05.526Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-726125023,1,235,940GZZLUVIC,Victoria Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,551,Between Kings Cross St. Pancras and Euston,Brixton,2025-11-27T11:35:05Z,2025-11-27T11:35:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:03.461Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",567372181,1,205,940GZZLUWRR,Warren Street Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,311,At Highbury & Islington,Brixton,2025-11-27T11:31:05Z,2025-11-27T11:31:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:05.526Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",564986943,1,211,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,70,Between Blackhorse Road and Walthamstow Central,Walthamstow Central,2025-11-27T11:27:04Z,2025-11-27T11:27:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:04.06Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1355433452,1,233,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,370,At Finsbury Park,Walthamstow Central,2025-11-27T11:32:04Z,2025-11-27T11:32:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.752Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1016541864,1,205,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,610,At Highbury & Islington,Brixton,2025-11-27T11:36:04Z,2025-11-27T11:36:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.654Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-411272443,1,213,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,550,Between Finsbury Park and Seven Sisters,Walthamstow Central,2025-11-27T11:35:04Z,2025-11-27T11:35:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:04.06Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1666175512,1,222,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,6,At Platform,Walthamstow Central,2025-11-27T11:26:00Z,2025-11-27T11:26:00Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.9Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-681428322,1,210,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,250,Between Seven Sisters and Finsbury Park,Brixton,2025-11-27T11:30:04Z,2025-11-27T11:30:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.9Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1016738472,1,235,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,371,Between Kings Cross St. Pancras and Euston,Brixton,2025-11-27T11:32:05Z,2025-11-27T11:32:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.654Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1355498988,1,223,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,850,Between Oxford Circus and Warren Street,Walthamstow Central,2025-11-27T11:40:04Z,2025-11-27T11:40:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.752Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1224623395,1,236,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Northbound - Platform 6,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,161,At Green Park,Walthamstow Central,2025-11-27T11:28:35Z,2025-11-27T11:28:35Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.403Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1193678962,1,203,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,6,At Platform,Brixton,2025-11-27T11:26:00Z,2025-11-27T11:26:00Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.654Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",659974255,1,210,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,1331,Between Seven Sisters and Finsbury Park,Brixton,2025-11-27T11:48:05Z,2025-11-27T11:48:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.486Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",657156207,1,240,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,8,At Platform,Brixton,2025-11-27T11:26:02Z,2025-11-27T11:26:02Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.486Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1820688153,1,212,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,791,Between Euston and Warren Street,Brixton,2025-11-27T11:39:05Z,2025-11-27T11:39:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.486Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1822129945,1,232,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,1571,Between Blackhorse Road and Tottenham Hale,Brixton,2025-11-27T11:52:05Z,2025-11-27T11:52:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.486Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1956421992,1,205,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,1091,At Highbury & Islington,Brixton,2025-11-27T11:44:05Z,2025-11-27T11:44:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.486Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1178486750,1,227,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,1091,Between Finsbury Park and Highbury & Islington,Brixton,2025-11-27T11:44:05Z,2025-11-27T11:44:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.486Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1368410265,1,237,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,1751,Between Stockwell and Vauxhall,Walthamstow Central,2025-11-27T11:55:05Z,2025-11-27T11:55:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:04.06Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1664724524,1,215,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,1571,Between Walthamstow Central and Blackhorse Road,Brixton,2025-11-27T11:52:05Z,2025-11-27T11:52:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:03.041Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",480259201,1,227,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,161,Between Finsbury Park and Highbury & Islington,Brixton,2025-11-27T11:28:35Z,2025-11-27T11:28:35Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.143Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-9708234,1,216,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 1,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,9,At Platform,Brixton,2025-11-27T11:26:03Z,2025-11-27T11:26:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:04.06Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2066509915,1,202,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,220,Between Brixton and Stockwell,Walthamstow Central,2025-11-27T11:29:34Z,2025-11-27T11:29:34Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:03.041Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2021785818,1,230,940GZZLUVIC,Victoria Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,851,Departed Finsbury Park,Brixton,2025-11-27T11:40:05Z,2025-11-27T11:40:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:03.461Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1261125661,1,235,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,670,Between Kings Cross St. Pancras and Euston,Brixton,2025-11-27T11:37:04Z,2025-11-27T11:37:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.792Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2110391092,1,230,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,251,Departed Finsbury Park,Brixton,2025-11-27T11:30:05Z,2025-11-27T11:30:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.143Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1115088007,1,236,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,1151,At Green Park,Walthamstow Central,2025-11-27T11:45:05Z,2025-11-27T11:45:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.381Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1046128912,1,231,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,8,At Platform,Brixton,2025-11-27T11:26:02Z,2025-11-27T11:26:02Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.149Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1517044404,1,223,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,971,Between Oxford Circus and Warren Street,Walthamstow Central,2025-11-27T11:42:05Z,2025-11-27T11:42:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.381Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2110260020,1,210,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,371,Between Seven Sisters and Finsbury Park,Brixton,2025-11-27T11:32:05Z,2025-11-27T11:32:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.143Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2071666727,1,224,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,1511,At Vauxhall,Walthamstow Central,2025-11-27T11:51:05Z,2025-11-27T11:51:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.381Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2071536082,1,224,940GZZLUWRR,Warren Street Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,611,At Vauxhall,Walthamstow Central,2025-11-27T11:36:05Z,2025-11-27T11:36:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:05.526Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1955701096,1,235,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,851,Between Kings Cross St. Pancras and Euston,Brixton,2025-11-27T11:40:05Z,2025-11-27T11:40:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.486Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1597161028,1,236,940GZZLUFPK,Finsbury Park Underground Station,victoria,Victoria,Northbound - Platform 2,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T11:25:54.4133135Z,671,At Green Park,Walthamstow Central,2025-11-27T11:37:05Z,2025-11-27T11:37:05Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.356Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1260994589,1,215,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T11:25:54.4133135Z,1510,Between Walthamstow Central and Blackhorse Road,Brixton,2025-11-27T11:51:04Z,2025-11-27T11:51:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.792Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,inbound,2025-11-27 11:26:26
